id,time,change_percent,last_price
1,16:28:20,0.31,2667.48
2,16:28:20,0.31,2667.48
3,16:28:20,0.31,2667.48
4,16:29:20,0.25,2665.9
5,16:29:20,0.25,2665.9
6,16:29:20,0.25,2665.9
7,16:29:20,0.25,2665.9
8,16:29:20,0.25,2665.9
9,16:30:20,0.24,2665.39
10,16:30:20,0.24,2665.39
